block,level,name,row_real,row,col,width,height,/
262,지정석R,10,9,9,20,1,1,
262,지정석R,11,9,9,19,1,1,
262,지정석R,12,9,9,18,1,1,
262,지정석R,13,9,9,17,1,1,
262,지정석R,14,9,9,16,1,1,
262,지정석R,15,9,9,15,1,1,
262,지정석R,16,9,9,14,1,1,
262,지정석R,17,9,9,13,1,1,
262,지정석R,18,9,9,12,1,1,
262,지정석R,19,9,9,11,1,1,
262,지정석R,20,9,9,10,1,1,
262,지정석R,21,9,9,9,1,1,
262,지정석R,22,9,9,8,1,1,
262,지정석R,23,9,9,7,1,1,
263,지정석R,01,1,1,29,1,1,
263,지정석R,02,1,1,28,1,1,
263,지정석R,03,1,1,27,1,1,
263,지정석R,04,1,1,26,1,1,
263,지정석R,05,1,1,25,1,1,
263,지정석R,06,1,1,24,1,1,
263,지정석R,07,1,1,6,1,1,
263,지정석R,08,1,1,5,1,1,
263,지정석R,09,1,1,4,1,1,
263,지정석R,10,1,1,3,1,1,
263,지정석R,11,1,1,2,1,1,
263,지정석R,12,1,1,1,1,1,
263,지정석R,01,2,2,29,1,1,
263,지정석R,02,2,2,28,1,1,
263,지정석R,03,2,2,27,1,1,
263,지정석R,04,2,2,26,1,1,
263,지정석R,05,2,2,25,1,1,
263,지정석R,06,2,2,24,1,1,
263,지정석R,07,2,2,6,1,1,
263,지정석R,08,2,2,5,1,1,
263,지정석R,09,2,2,4,1,1,
263,지정석R,10,2,2,3,1,1,
263,지정석R,11,2,2,2,1,1,
263,지정석R,12,2,2,1,1,1,
263,지정석R,01,3,3,29,1,1,
263,지정석R,02,3,3,28,1,1,
263,지정석R,03,3,3,27,1,1,
263,지정석R,04,3,3,26,1,1,
263,지정석R,05,3,3,25,1,1,
263,지정석R,06,3,3,24,1,1,
263,지정석R,07,3,3,6,1,1,
263,지정석R,08,3,3,5,1,1,
263,지정석R,09,3,3,4,1,1,
263,지정석R,10,3,3,3,1,1,
263,지정석R,11,3,3,2,1,1,
263,지정석R,12,3,3,1,1,1,
263,지정석R,01,4,4,29,1,1,
263,지정석R,02,4,4,28,1,1,
263,지정석R,03,4,4,27,1,1,
263,지정석R,04,4,4,26,1,1,
263,지정석R,05,4,4,25,1,1,
263,지정석R,06,4,4,24,1,1,
263,지정석R,07,4,4,6,1,1,
263,지정석R,08,4,4,5,1,1,
263,지정석R,09,4,4,4,1,1,
263,지정석R,10,4,4,3,1,1,
263,지정석R,11,4,4,2,1,1,
263,지정석R,12,4,4,1,1,1,
263,지정석R,01,5,5,29,1,1,
263,지정석R,02,5,5,28,1,1,
263,지정석R,03,5,5,27,1,1,
263,지정석R,04,5,5,26,1,1,
263,지정석R,05,5,5,25,1,1,
263,지정석R,06,5,5,24,1,1,
263,지정석R,07,5,5,6,1,1,
263,지정석R,08,5,5,5,1,1,
263,지정석R,09,5,5,4,1,1,
263,지정석R,10,5,5,3,1,1,
263,지정석R,11,5,5,2,1,1,
263,지정석R,12,5,5,1,1,1,
263,지정석R,01,6,6,29,1,1,
263,지정석R,02,6,6,28,1,1,
263,지정석R,03,6,6,27,1,1,
263,지정석R,04,6,6,26,1,1,
263,지정석R,05,6,6,25,1,1,
263,지정석R,06,6,6,24,1,1,
263,지정석R,07,6,6,23,1,1,
263,지정석R,08,6,6,22,1,1,
263,지정석R,09,6,6,21,1,1,
263,지정석R,10,6,6,20,1,1,
263,지정석R,11,6,6,19,1,1,
263,지정석R,12,6,6,18,1,1,
263,지정석R,13,6,6,17,1,1,
263,지정석R,14,6,6,16,1,1,
263,지정석R,15,6,6,15,1,1,
263,지정석R,16,6,6,14,1,1,
263,지정석R,17,6,6,13,1,1,
263,지정석R,18,6,6,12,1,1,
263,지정석R,19,6,6,11,1,1,
263,지정석R,20,6,6,10,1,1,
263,지정석R,21,6,6,9,1,1,
263,지정석R,22,6,6,8,1,1,
263,지정석R,23,6,6,7,1,1,
263,지정석R,24,6,6,6,1,1,
263,지정석R,25,6,6,5,1,1,
263,지정석R,26,6,6,4,1,1,
263,지정석R,27,6,6,3,1,1,
263,지정석R,28,6,6,2,1,1,
263,지정석R,29,6,6,1,1,1,
263,지정석R,01,7,7,29,1,1,
263,지정석R,02,7,7,28,1,1,
263,지정석R,03,7,7,27,1,1,
263,지정석R,04,7,7,26,1,1,
263,지정석R,05,7,7,25,1,1,
263,지정석R,06,7,7,24,1,1,
263,지정석R,07,7,7,23,1,1,
263,지정석R,08,7,7,22,1,1,
263,지정석R,09,7,7,21,1,1,
263,지정석R,10,7,7,20,1,1,
263,지정석R,11,7,7,19,1,1,
263,지정석R,12,7,7,18,1,1,
263,지정석R,13,7,7,17,1,1,
263,지정석R,14,7,7,16,1,1,
263,지정석R,15,7,7,15,1,1,
263,지정석R,16,7,7,14,1,1,
263,지정석R,17,7,7,13,1,1,
263,지정석R,18,7,7,12,1,1,
263,지정석R,19,7,7,11,1,1,
263,지정석R,20,7,7,10,1,1,
263,지정석R,21,7,7,9,1,1,
263,지정석R,22,7,7,8,1,1,
263,지정석R,23,7,7,7,1,1,
263,지정석R,24,7,7,6,1,1,
263,지정석R,25,7,7,5,1,1,
263,지정석R,26,7,7,4,1,1,
263,지정석R,27,7,7,3,1,1,
263,지정석R,28,7,7,2,1,1,
263,지정석R,29,7,7,1,1,1,
263,지정석R,01,8,8,29,1,1,
263,지정석R,02,8,8,28,1,1,
263,지정석R,03,8,8,27,1,1,
263,지정석R,04,8,8,26,1,1,
263,지정석R,05,8,8,25,1,1,
263,지정석R,06,8,8,24,1,1,
263,지정석R,07,8,8,23,1,1,
263,지정석R,08,8,8,22,1,1,
263,지정석R,09,8,8,21,1,1,
263,지정석R,10,8,8,20,1,1,
263,지정석R,11,8,8,19,1,1,
263,지정석R,12,8,8,18,1,1,
263,지정석R,13,8,8,17,1,1,
263,지정석R,14,8,8,16,1,1,
263,지정석R,15,8,8,15,1,1,
263,지정석R,16,8,8,14,1,1,
263,지정석R,17,8,8,13,1,1,
263,지정석R,18,8,8,12,1,1,
263,지정석R,19,8,8,11,1,1,
263,지정석R,20,8,8,10,1,1,
263,지정석R,21,8,8,9,1,1,
263,지정석R,22,8,8,8,1,1,
263,지정석R,23,8,8,7,1,1,
263,지정석R,24,8,8,6,1,1,
263,지정석R,25,8,8,5,1,1,
263,지정석R,26,8,8,4,1,1,
263,지정석R,27,8,8,3,1,1,
263,지정석R,28,8,8,2,1,1,
263,지정석R,29,8,8,1,1,1,
264,지정석R,01,1,1,29,1,1,
264,지정석R,02,1,1,28,1,1,
264,지정석R,03,1,1,27,1,1,
264,지정석R,04,1,1,26,1,1,
264,지정석R,05,1,1,25,1,1,
264,지정석R,06,1,1,24,1,1,
264,지정석R,07,1,1,6,1,1,
264,지정석R,08,1,1,5,1,1,
264,지정석R,09,1,1,4,1,1,
264,지정석R,10,1,1,3,1,1,
264,지정석R,11,1,1,2,1,1,
264,지정석R,12,1,1,1,1,1,
264,지정석R,01,2,2,29,1,1,
264,지정석R,02,2,2,28,1,1,
264,지정석R,03,2,2,27,1,1,
264,지정석R,04,2,2,26,1,1,
264,지정석R,05,2,2,25,1,1,
264,지정석R,06,2,2,24,1,1,
264,지정석R,07,2,2,6,1,1,
264,지정석R,08,2,2,5,1,1,
264,지정석R,09,2,2,4,1,1,
264,지정석R,10,2,2,3,1,1,
264,지정석R,11,2,2,2,1,1,
264,지정석R,12,2,2,1,1,1,
264,지정석R,01,3,3,29,1,1,
264,지정석R,02,3,3,28,1,1,
264,지정석R,03,3,3,27,1,1,
264,지정석R,04,3,3,26,1,1,
264,지정석R,05,3,3,25,1,1,
264,지정석R,06,3,3,24,1,1,
264,지정석R,07,3,3,6,1,1,
264,지정석R,08,3,3,5,1,1,
264,지정석R,09,3,3,4,1,1,
264,지정석R,10,3,3,3,1,1,
264,지정석R,11,3,3,2,1,1,
264,지정석R,12,3,3,1,1,1,
264,지정석R,01,4,4,29,1,1,
264,지정석R,02,4,4,28,1,1,
264,지정석R,03,4,4,27,1,1,
264,지정석R,04,4,4,26,1,1,
264,지정석R,05,4,4,25,1,1,
264,지정석R,06,4,4,24,1,1,
264,지정석R,07,4,4,6,1,1,
264,지정석R,08,4,4,5,1,1,
264,지정석R,09,4,4,4,1,1,
264,지정석R,10,4,4,3,1,1,
264,지정석R,11,4,4,2,1,1,
264,지정석R,12,4,4,1,1,1,
264,지정석R,01,5,5,29,1,1,
264,지정석R,02,5,5,28,1,1,
264,지정석R,03,5,5,27,1,1,
264,지정석R,04,5,5,26,1,1,
264,지정석R,05,5,5,25,1,1,
264,지정석R,06,5,5,24,1,1,
264,지정석R,07,5,5,6,1,1,
264,지정석R,08,5,5,5,1,1,
264,지정석R,09,5,5,4,1,1,
264,지정석R,10,5,5,3,1,1,
264,지정석R,11,5,5,2,1,1,
264,지정석R,12,5,5,1,1,1,
264,지정석R,01,6,6,29,1,1,
264,지정석R,02,6,6,28,1,1,
264,지정석R,03,6,6,27,1,1,
264,지정석R,04,6,6,26,1,1,
264,지정석R,05,6,6,25,1,1,
264,지정석R,06,6,6,24,1,1,
264,지정석R,07,6,6,23,1,1,
264,지정석R,08,6,6,22,1,1,
264,지정석R,09,6,6,21,1,1,
264,지정석R,10,6,6,20,1,1,
264,지정석R,11,6,6,19,1,1,
264,지정석R,12,6,6,18,1,1,
264,지정석R,13,6,6,17,1,1,
264,지정석R,14,6,6,16,1,1,
264,지정석R,15,6,6,15,1,1,
264,지정석R,16,6,6,14,1,1,
264,지정석R,17,6,6,13,1,1,
264,지정석R,18,6,6,12,1,1,
264,지정석R,19,6,6,11,1,1,
264,지정석R,20,6,6,10,1,1,
264,지정석R,21,6,6,9,1,1,
264,지정석R,22,6,6,8,1,1,
264,지정석R,23,6,6,7,1,1,
264,지정석R,24,6,6,6,1,1,
264,지정석R,25,6,6,5,1,1,
264,지정석R,26,6,6,4,1,1,
264,지정석R,27,6,6,3,1,1,
264,지정석R,28,6,6,2,1,1,
264,지정석R,29,6,6,1,1,1,
264,지정석R,01,7,7,29,1,1,
264,지정석R,02,7,7,28,1,1,
264,지정석R,03,7,7,27,1,1,
264,지정석R,04,7,7,26,1,1,
264,지정석R,05,7,7,25,1,1,
264,지정석R,06,7,7,24,1,1,
264,지정석R,07,7,7,23,1,1,
264,지정석R,08,7,7,22,1,1,
264,지정석R,09,7,7,21,1,1,
264,지정석R,10,7,7,20,1,1,
264,지정석R,11,7,7,19,1,1,
264,지정석R,12,7,7,18,1,1,
264,지정석R,13,7,7,17,1,1,
264,지정석R,14,7,7,16,1,1,
264,지정석R,15,7,7,15,1,1,
264,지정석R,16,7,7,14,1,1,
264,지정석R,17,7,7,13,1,1,
264,지정석R,18,7,7,12,1,1,
264,지정석R,19,7,7,11,1,1,
264,지정석R,20,7,7,10,1,1,
264,지정석R,21,7,7,9,1,1,
264,지정석R,22,7,7,8,1,1,
264,지정석R,23,7,7,7,1,1,
264,지정석R,24,7,7,6,1,1,
264,지정석R,25,7,7,5,1,1,
264,지정석R,26,7,7,4,1,1,
264,지정석R,27,7,7,3,1,1,
264,지정석R,28,7,7,2,1,1,
264,지정석R,29,7,7,1,1,1,
264,지정석R,01,8,8,29,1,1,
264,지정석R,02,8,8,28,1,1,
264,지정석R,03,8,8,27,1,1,
264,지정석R,04,8,8,26,1,1,
264,지정석R,05,8,8,25,1,1,
264,지정석R,06,8,8,24,1,1,
264,지정석R,07,8,8,23,1,1,
264,지정석R,08,8,8,22,1,1,
264,지정석R,09,8,8,21,1,1,
264,지정석R,10,8,8,20,1,1,
264,지정석R,11,8,8,19,1,1,
264,지정석R,12,8,8,18,1,1,
264,지정석R,13,8,8,17,1,1,
264,지정석R,14,8,8,16,1,1,
264,지정석R,15,8,8,15,1,1,
264,지정석R,16,8,8,14,1,1,
264,지정석R,17,8,8,13,1,1,
264,지정석R,18,8,8,12,1,1,
264,지정석R,19,8,8,11,1,1,
264,지정석R,20,8,8,10,1,1,
264,지정석R,21,8,8,9,1,1,
264,지정석R,22,8,8,8,1,1,
264,지정석R,23,8,8,7,1,1,
264,지정석R,24,8,8,6,1,1,
264,지정석R,25,8,8,5,1,1,
264,지정석R,26,8,8,4,1,1,
264,지정석R,27,8,8,3,1,1,
264,지정석R,28,8,8,2,1,1,
264,지정석R,29,8,8,1,1,1,
265,,01,1,1,29,1,1,
265,,02,1,1,28,1,1,
265,,03,1,1,27,1,1,
265,,04,1,1,26,1,1,
265,,05,1,1,25,1,1,
265,,06,1,1,24,1,1,
265,,07,1,1,6,1,1,
265,,08,1,1,5,1,1,
265,,09,1,1,4,1,1,
265,,10,1,1,3,1,1,
265,,11,1,1,2,1,1,
265,,12,1,1,1,1,1,
265,,01,2,2,29,1,1,
265,,02,2,2,28,1,1,
265,,03,2,2,27,1,1,
265,,04,2,2,26,1,1,
265,,05,2,2,25,1,1,
265,,06,2,2,24,1,1,
265,,07,2,2,6,1,1,
265,,08,2,2,5,1,1,
265,,09,2,2,4,1,1,
265,,10,2,2,3,1,1,
265,,11,2,2,2,1,1,
265,,12,2,2,1,1,1,
265,,01,3,3,29,1,1,
265,,02,3,3,28,1,1,
265,,03,3,3,27,1,1,
265,,04,3,3,26,1,1,
265,,05,3,3,25,1,1,
265,,06,3,3,24,1,1,
265,,07,3,3,6,1,1,
265,,08,3,3,5,1,1,
265,,09,3,3,4,1,1,
265,,10,3,3,3,1,1,
265,,11,3,3,2,1,1,
265,,12,3,3,1,1,1,
265,,01,4,4,29,1,1,
265,,02,4,4,28,1,1,
265,,03,4,4,27,1,1,
265,,04,4,4,26,1,1,
265,,05,4,4,25,1,1,
265,,06,4,4,24,1,1,
265,,07,4,4,6,1,1,
265,,08,4,4,5,1,1,
265,,09,4,4,4,1,1,
265,,10,4,4,3,1,1,
265,,11,4,4,2,1,1,
265,,12,4,4,1,1,1,
265,,01,5,5,29,1,1,
265,,02,5,5,28,1,1,
265,,03,5,5,27,1,1,
265,,04,5,5,26,1,1,
265,,05,5,5,25,1,1,
265,,06,5,5,24,1,1,
265,,07,5,5,6,1,1,
265,,08,5,5,5,1,1,
265,,09,5,5,4,1,1,
265,,10,5,5,3,1,1,
265,,11,5,5,2,1,1,
265,,12,5,5,1,1,1,
265,,01,6,6,29,1,1,
265,,02,6,6,28,1,1,
265,,03,6,6,27,1,1,
265,,04,6,6,26,1,1,
265,,05,6,6,25,1,1,
265,,06,6,6,24,1,1,
265,,07,6,6,23,1,1,
265,,08,6,6,22,1,1,
265,,09,6,6,21,1,1,
265,,10,6,6,20,1,1,
265,,11,6,6,19,1,1,
265,,12,6,6,18,1,1,
265,,13,6,6,17,1,1,
265,,14,6,6,16,1,1,
265,,15,6,6,15,1,1,
265,,16,6,6,14,1,1,
265,,17,6,6,13,1,1,
265,,18,6,6,12,1,1,
265,,19,6,6,11,1,1,
265,,20,6,6,10,1,1,
265,,21,6,6,9,1,1,
265,,22,6,6,8,1,1,
265,,23,6,6,7,1,1,
265,,24,6,6,6,1,1,
265,,25,6,6,5,1,1,
265,,26,6,6,4,1,1,
265,,27,6,6,3,1,1,
265,,28,6,6,2,1,1,
265,,29,6,6,1,1,1,
265,,01,7,7,29,1,1,
265,,02,7,7,28,1,1,
265,,03,7,7,27,1,1,
265,,04,7,7,26,1,1,
265,,05,7,7,25,1,1,
265,,06,7,7,24,1,1,
265,,07,7,7,23,1,1,
265,,08,7,7,22,1,1,
265,,09,7,7,21,1,1,
265,,10,7,7,20,1,1,
265,,11,7,7,19,1,1,
265,,12,7,7,18,1,1,
265,,13,7,7,17,1,1,
265,,14,7,7,16,1,1,
265,,15,7,7,15,1,1,
265,,16,7,7,14,1,1,
265,,17,7,7,13,1,1,
265,,18,7,7,12,1,1,
265,,19,7,7,11,1,1,
265,,20,7,7,10,1,1,
265,,21,7,7,9,1,1,
265,,22,7,7,8,1,1,
265,,23,7,7,7,1,1,
265,,24,7,7,6,1,1,
265,,25,7,7,5,1,1,
265,,26,7,7,4,1,1,
265,,27,7,7,3,1,1,
265,,28,7,7,2,1,1,
265,,29,7,7,1,1,1,
265,,01,8,8,29,1,1,
265,,02,8,8,28,1,1,
265,,03,8,8,27,1,1,
265,,04,8,8,26,1,1,
265,,05,8,8,25,1,1,
265,,06,8,8,24,1,1,
265,,07,8,8,23,1,1,
265,,08,8,8,22,1,1,
265,,09,8,8,21,1,1,
265,,10,8,8,20,1,1,
265,,11,8,8,19,1,1,
265,,12,8,8,18,1,1,
265,,13,8,8,17,1,1,
265,,14,8,8,16,1,1,
265,,15,8,8,15,1,1,
265,,16,8,8,14,1,1,
265,,17,8,8,13,1,1,
265,,18,8,8,12,1,1,
265,,19,8,8,11,1,1,
265,,20,8,8,10,1,1,
265,,21,8,8,9,1,1,
265,,22,8,8,8,1,1,
265,,23,8,8,7,1,1,
265,,24,8,8,6,1,1,
265,,25,8,8,5,1,1,
265,,26,8,8,4,1,1,
265,,27,8,8,3,1,1,
265,,28,8,8,2,1,1,
265,,29,8,8,1,1,1,
266,,01,1,1,29,1,1,
266,,02,1,1,28,1,1,
266,,03,1,1,27,1,1,
266,,04,1,1,26,1,1,
266,,05,1,1,25,1,1,
266,,06,1,1,24,1,1,
266,,07,1,1,6,1,1,
266,,08,1,1,5,1,1,
266,,09,1,1,4,1,1,
266,,10,1,1,3,1,1,
266,,11,1,1,2,1,1,
266,,12,1,1,1,1,1,
266,,01,2,2,29,1,1,
266,,02,2,2,28,1,1,
266,,03,2,2,27,1,1,
266,,04,2,2,26,1,1,
266,,05,2,2,25,1,1,
266,,06,2,2,24,1,1,
266,,07,2,2,6,1,1,
266,,08,2,2,5,1,1,
266,,09,2,2,4,1,1,
266,,10,2,2,3,1,1,
266,,11,2,2,2,1,1,
266,,12,2,2,1,1,1,
266,,01,3,3,29,1,1,
266,,02,3,3,28,1,1,
266,,03,3,3,27,1,1,
266,,04,3,3,26,1,1,
266,,05,3,3,25,1,1,
266,,06,3,3,24,1,1,
266,,07,3,3,6,1,1,
266,,08,3,3,5,1,1,
266,,09,3,3,4,1,1,
266,,10,3,3,3,1,1,
266,,11,3,3,2,1,1,
266,,12,3,3,1,1,1,
266,,01,4,4,29,1,1,
266,,02,4,4,28,1,1,
266,,03,4,4,27,1,1,
266,,04,4,4,26,1,1,
266,,05,4,4,25,1,1,
266,,06,4,4,24,1,1,
266,,07,4,4,6,1,1,
266,,08,4,4,5,1,1,
266,,09,4,4,4,1,1,
266,,10,4,4,3,1,1,
266,,11,4,4,2,1,1,
266,,12,4,4,1,1,1,
266,,01,5,5,29,1,1,
266,,02,5,5,28,1,1,
266,,03,5,5,27,1,1,
266,,04,5,5,26,1,1,
266,,05,5,5,25,1,1,
266,,06,5,5,24,1,1,
266,,07,5,5,6,1,1,
266,,08,5,5,5,1,1,
266,,09,5,5,4,1,1,
266,,10,5,5,3,1,1,
266,,11,5,5,2,1,1,
266,,12,5,5,1,1,1,
266,,01,6,6,29,1,1,
266,,02,6,6,28,1,1,
266,,03,6,6,27,1,1,
266,,04,6,6,26,1,1,
266,,05,6,6,25,1,1,
266,,06,6,6,24,1,1,
266,,07,6,6,23,1,1,
266,,08,6,6,22,1,1,
266,,09,6,6,21,1,1,
266,,10,6,6,20,1,1,
266,,11,6,6,19,1,1,
266,,12,6,6,18,1,1,
266,,13,6,6,17,1,1,
266,,14,6,6,16,1,1,
266,,15,6,6,15,1,1,
266,,16,6,6,14,1,1,
266,,17,6,6,13,1,1,
266,,18,6,6,12,1,1,
266,,19,6,6,11,1,1,
266,,20,6,6,10,1,1,
266,,21,6,6,9,1,1,
266,,22,6,6,8,1,1,
266,,23,6,6,7,1,1,
266,,24,6,6,6,1,1,
266,,25,6,6,5,1,1,
266,,26,6,6,4,1,1,
266,,27,6,6,3,1,1,
266,,28,6,6,2,1,1,
266,,29,6,6,1,1,1,
266,,01,7,7,29,1,1,
266,,02,7,7,28,1,1,
266,,03,7,7,27,1,1,
266,,04,7,7,26,1,1,
266,,05,7,7,25,1,1,
266,,06,7,7,24,1,1,
266,,07,7,7,23,1,1,
266,,08,7,7,22,1,1,
266,,09,7,7,21,1,1,
266,,10,7,7,20,1,1,
266,,11,7,7,19,1,1,
266,,12,7,7,18,1,1,
266,,13,7,7,17,1,1,
266,,14,7,7,16,1,1,
266,,15,7,7,15,1,1,
266,,16,7,7,14,1,1,
266,,17,7,7,13,1,1,
266,,18,7,7,12,1,1,
266,,19,7,7,11,1,1,
266,,20,7,7,10,1,1,
266,,21,7,7,9,1,1,
266,,22,7,7,8,1,1,
266,,23,7,7,7,1,1,
266,,24,7,7,6,1,1,
266,,25,7,7,5,1,1,
266,,26,7,7,4,1,1,
266,,27,7,7,3,1,1,
266,,28,7,7,2,1,1,
266,,29,7,7,1,1,1,
266,,01,8,8,29,1,1,
266,,02,8,8,28,1,1,
266,,03,8,8,27,1,1,
266,,04,8,8,26,1,1,
266,,05,8,8,25,1,1,
266,,06,8,8,24,1,1,
266,,07,8,8,23,1,1,
266,,08,8,8,22,1,1,
266,,09,8,8,21,1,1,
266,,10,8,8,20,1,1,
266,,11,8,8,19,1,1,
266,,12,8,8,18,1,1,
266,,13,8,8,17,1,1,
266,,14,8,8,16,1,1,
266,,15,8,8,15,1,1,
266,,16,8,8,14,1,1,
266,,17,8,8,13,1,1,
266,,18,8,8,12,1,1,
266,,19,8,8,11,1,1,
266,,20,8,8,10,1,1,
266,,21,8,8,9,1,1,
266,,22,8,8,8,1,1,
266,,23,8,8,7,1,1,
266,,24,8,8,6,1,1,
266,,25,8,8,5,1,1,
266,,26,8,8,4,1,1,
266,,27,8,8,3,1,1,
266,,28,8,8,2,1,1,
266,,29,8,8,1,1,1,
266,,01,9,9,22,1,1,
266,,02,9,9,21,1,1,
266,,03,9,9,20,1,1,
266,,04,9,9,19,1,1,
266,,05,9,9,18,1,1,
266,,06,9,9,17,1,1,
266,,07,9,9,16,1,1,
266,,08,9,9,15,1,1,
266,,09,9,9,14,1,1,
266,,10,9,9,13,1,1,
266,,11,9,9,12,1,1,
266,,12,9,9,11,1,1,
266,,13,9,9,10,1,1,
266,,14,9,9,9,1,1,
266,,15,9,9,8,1,1,
266,,16,9,9,7,1,1,
266,,17,9,9,6,1,1,
266,,18,9,9,5,1,1,
266,,19,9,9,4,1,1,
266,,20,9,9,3,1,1,
266,,21,9,9,2,1,1,
266,,22,9,9,1,1,1,
267,,01,1,1,29,1,1,
267,,02,1,1,28,1,1,
267,,03,1,1,27,1,1,
267,,04,1,1,26,1,1,
267,,05,1,1,25,1,1,
267,,06,1,1,24,1,1,
267,,07,1,1,6,1,1,
267,,08,1,1,5,1,1,
267,,09,1,1,4,1,1,
267,,10,1,1,3,1,1,
267,,11,1,1,2,1,1,
267,,12,1,1,1,1,1,
267,,01,2,2,29,1,1,
267,,02,2,2,28,1,1,
267,,03,2,2,27,1,1,
267,,04,2,2,26,1,1,
267,,05,2,2,25,1,1,
267,,06,2,2,24,1,1,
267,,07,2,2,6,1,1,
267,,08,2,2,5,1,1,
267,,09,2,2,4,1,1,
267,,10,2,2,3,1,1,
267,,11,2,2,2,1,1,
267,,12,2,2,1,1,1,
267,,01,3,3,29,1,1,
267,,02,3,3,28,1,1,
267,,03,3,3,27,1,1,
267,,04,3,3,26,1,1,
267,,05,3,3,25,1,1,
267,,06,3,3,24,1,1,
267,,07,3,3,6,1,1,
267,,08,3,3,5,1,1,
267,,09,3,3,4,1,1,
267,,10,3,3,3,1,1,
267,,11,3,3,2,1,1,
267,,12,3,3,1,1,1,
267,,01,4,4,29,1,1,
267,,02,4,4,28,1,1,
267,,03,4,4,27,1,1,
267,,04,4,4,26,1,1,
267,,05,4,4,25,1,1,
267,,06,4,4,24,1,1,
267,,07,4,4,6,1,1,
267,,08,4,4,5,1,1,
267,,09,4,4,4,1,1,
267,,10,4,4,3,1,1,
267,,11,4,4,2,1,1,
267,,12,4,4,1,1,1,
267,,01,5,5,29,1,1,
267,,02,5,5,28,1,1,
267,,03,5,5,27,1,1,
267,,04,5,5,26,1,1,
267,,05,5,5,25,1,1,
267,,06,5,5,24,1,1,
267,,07,5,5,6,1,1,
267,,08,5,5,5,1,1,
267,,09,5,5,4,1,1,
267,,10,5,5,3,1,1,
267,,11,5,5,2,1,1,
267,,12,5,5,1,1,1,
267,,01,6,6,29,1,1,
267,,02,6,6,28,1,1,
267,,03,6,6,27,1,1,
267,,04,6,6,26,1,1,
267,,05,6,6,25,1,1,
267,,06,6,6,24,1,1,
267,,07,6,6,23,1,1,
267,,08,6,6,22,1,1,
267,,09,6,6,21,1,1,
267,,10,6,6,20,1,1,
267,,11,6,6,19,1,1,
267,,12,6,6,18,1,1,
267,,13,6,6,17,1,1,
267,,14,6,6,16,1,1,
267,,15,6,6,15,1,1,
267,,16,6,6,14,1,1,
267,,17,6,6,13,1,1,
267,,18,6,6,12,1,1,
267,,19,6,6,11,1,1,
267,,20,6,6,10,1,1,
267,,21,6,6,9,1,1,
267,,22,6,6,8,1,1,
267,,23,6,6,7,1,1,
267,,24,6,6,6,1,1,
267,,25,6,6,5,1,1,
267,,26,6,6,4,1,1,
267,,27,6,6,3,1,1,
267,,28,6,6,2,1,1,
267,,29,6,6,1,1,1,
267,,01,7,7,29,1,1,
267,,02,7,7,28,1,1,
267,,03,7,7,27,1,1,
267,,04,7,7,26,1,1,
267,,05,7,7,25,1,1,
267,,06,7,7,24,1,1,
267,,07,7,7,23,1,1,
267,,08,7,7,22,1,1,
267,,09,7,7,21,1,1,
267,,10,7,7,20,1,1,
267,,11,7,7,19,1,1,
267,,12,7,7,18,1,1,
267,,13,7,7,17,1,1,
267,,14,7,7,16,1,1,
267,,15,7,7,15,1,1,
267,,16,7,7,14,1,1,
267,,17,7,7,13,1,1,
267,,18,7,7,12,1,1,
267,,19,7,7,11,1,1,
267,,20,7,7,10,1,1,
267,,21,7,7,9,1,1,
267,,22,7,7,8,1,1,
267,,23,7,7,7,1,1,
267,,24,7,7,6,1,1,
267,,25,7,7,5,1,1,
267,,26,7,7,4,1,1,
267,,27,7,7,3,1,1,
267,,28,7,7,2,1,1,
267,,29,7,7,1,1,1,
267,,01,8,8,29,1,1,
267,,02,8,8,28,1,1,
267,,03,8,8,27,1,1,
267,,04,8,8,26,1,1,
267,,05,8,8,25,1,1,
267,,06,8,8,24,1,1,
267,,07,8,8,23,1,1,
267,,08,8,8,22,1,1,
267,,09,8,8,21,1,1,
267,,10,8,8,20,1,1,
267,,11,8,8,19,1,1,
267,,12,8,8,18,1,1,
267,,13,8,8,17,1,1,
267,,14,8,8,16,1,1,
267,,15,8,8,15,1,1,
267,,16,8,8,14,1,1,
267,,17,8,8,13,1,1,
267,,18,8,8,12,1,1,
267,,19,8,8,11,1,1,
267,,20,8,8,10,1,1,
267,,21,8,8,9,1,1,
267,,22,8,8,8,1,1,
267,,23,8,8,7,1,1,
267,,24,8,8,6,1,1,
267,,25,8,8,5,1,1,
267,,26,8,8,4,1,1,
267,,27,8,8,3,1,1,
267,,28,8,8,2,1,1,
267,,29,8,8,1,1,1,
267,,01,9,9,30,1,1,
267,,02,9,9,29,1,1,
267,,03,9,9,28,1,1,
267,,04,9,9,27,1,1,
267,,05,9,9,26,1,1,
267,,06,9,9,25,1,1,
267,,07,9,9,24,1,1,
267,,08,9,9,23,1,1,
267,,09,9,9,22,1,1,
267,,10,9,9,21,1,1,
267,,11,9,9,20,1,1,
267,,12,9,9,19,1,1,
267,,13,9,9,18,1,1,
267,,14,9,9,17,1,1,
267,,15,9,9,16,1,1,
267,,16,9,9,15,1,1,
267,,17,9,9,14,1,1,
267,,18,9,9,13,1,1,
267,,19,9,9,12,1,1,
267,,20,9,9,11,1,1,
267,,21,9,9,10,1,1,
267,,22,9,9,9,1,1,
267,,23,9,9,8,1,1,
267,,24,9,9,7,1,1,
267,,25,9,9,6,1,1,
